Policy_Id,Policy_State,Policy_Deductible,Insured_Sex,Incident_Severity,Vehicle_Claim_Amount,Vehicle_Age,Num_Of_Claims,Customer_Tenure,Fraud_Reported
POL108178,CA,1000,Male,Minor,10724.403749999998,11,1,1,1
POL108471,NY,1750,Female,Minor,1435.44,9,2,7,0
POL101354,FL,1000,Male,Major,4440.09,4,2,9,0
POL100045,PA,1000,Female,Major,5424.72,3,1,7,0
POL104046,TX,500,Male,Minor,1488.84,3,3,9,0
POL100748,OH,1000,Male,Major,4548.94,2,0,6,1
POL104950,TX,1000,Male,Trivial,529.79,16,1,4,0
POL102673,NY,500,Female,Minor,1441.2,12,2,4,1
POL105616,OH,1000,Male,Minor,1535.62,12,0,7,0
POL107058,OH,1000,Male,Total Loss,10724.403749999998,14,1,9,1
POL108990,NY,1000,Female,Minor,1571.42,14,1,3,0
POL107986,IL,1000,Female,Trivial,501.77,10,1,8,0
POL105296,FL,1750,Female,Total Loss,10724.403749999998,4,5,5,1
POL106065,IL,1000,Female,Total Loss,10724.403749999998,19,1,7,1
POL102251,OH,1000,Male,Major,4411.17,17,0,6,1
POL103011,NY,1000,Male,Total Loss,10724.403749999998,11,0,4,1
POL103668,CA,1750,Male,Major,4871.37,5,0,2,1
POL108957,OH,1750,Male,Major,5928.2,1,2,9,1
POL102483,CA,500,Male,Total Loss,10724.403749999998,9,0,7,1
POL107536,IL,500,Female,Major,5727.54,8,2,1,0
POL102473,IL,1000,Female,Minor,1718.89,3,1,2,1
POL106491,NY,500,Male,Major,4731.68,19,1,4,1
POL107949,NY,500,Male,Minor,1886.41,15,0,9,0
POL109736,PA,1000,Male,Trivial,488.21,6,3,1,0
POL105723,CA,500,Female,Minor,1522.54,15,0,5,0
POL100664,CA,1000,Female,Major,5718.1,4,0,9,0
POL102507,TX,1750,Female,Major,5470.0,7,1,5,0
POL106425,NY,1000,Male,Trivial,478.24,18,2,1,0
POL103859,IL,1000,Male,Major,4779.97,9,1,9,1
POL109697,IL,1000,Male,Trivial,508.56,9,1,3,0
POL102750,TX,500,Male,Minor,1770.33,6,0,7,0
POL100675,OH,1000,Male,Major,5141.41,12,1,6,1
POL102955,PA,1000,Male,Major,4489.61,14,0,6,0
POL102997,TX,1750,Female,Trivial,425.82,14,2,7,0
POL108366,TX,1750,Male,Total Loss,10724.403749999998,2,1,7,1
POL101962,IL,1000,Male,Major,4392.57,6,0,1,1
POL101840,TX,500,Male,Minor,1944.33,11,0,5,0
POL107547,NY,1000,Female,Minor,1350.42,17,1,4,0
POL104908,IL,500,Male,Minor,1292.18,18,1,6,0
POL105215,PA,1000,Male,Total Loss,10724.403749999998,9,1,4,1
POL105768,NY,1000,Male,Trivial,570.47,11,1,2,0
POL104978,CA,1000,Male,Minor,1415.44,3,0,2,0
POL102498,OH,1000,Female,Major,3869.34,11,3,3,1
POL104900,CA,500,Female,Total Loss,10724.403749999998,13,0,7,1
POL103781,TX,500,Male,Trivial,429.59,1,1,2,0
POL109159,TX,500,Male,Minor,1380.44,14,0,3,0
POL105746,PA,1000,Male,Minor,1446.75,8,1,5,0
POL100411,OH,1000,Female,Minor,1365.13,9,1,4,0
POL100613,CA,1000,Female,Major,5805.58,1,0,2,1
POL102932,CA,1000,Female,Major,6529.89,13,1,4,1
POL105332,CA,1000,Male,Trivial,512.43,9,2,9,0
POL101430,FL,500,Female,Trivial,480.16,12,1,2,0
POL107684,CA,1000,Male,Trivial,447.26,7,1,4,0
POL109393,IL,1000,Female,Total Loss,10724.403749999998,5,3,2,1
POL104022,PA,1000,Female,Minor,1442.9,12,1,6,0
POL105357,OH,1750,Female,Total Loss,10724.403749999998,4,1,1,1
POL103050,NY,1750,Female,Total Loss,10724.403749999998,14,0,6,1
POL101417,CA,1000,Female,Major,4556.63,10,3,8,0
POL104233,OH,1750,Male,Minor,1822.99,2,0,2,0
POL100604,CA,1000,Male,Trivial,509.44,17,0,8,0
POL101272,IL,1000,Female,Minor,1500.95,18,0,5,0
POL104127,OH,500,Male,Trivial,590.19,10,0,9,1
POL106518,OH,1000,Female,Minor,1422.29,3,1,6,0
POL106715,TX,1750,Female,Minor,1509.54,19,0,4,0
POL103997,TX,1000,Male,Minor,1637.67,12,2,1,0
POL100247,OH,1000,Male,Minor,1511.41,6,2,5,0
POL105785,OH,1000,Female,Trivial,526.81,8,1,3,0
POL101982,FL,1000,Female,Total Loss,9963.62,8,0,7,0
POL102935,NY,1000,Female,Major,5347.68,19,1,8,0
POL105719,CA,1000,Female,Minor,1112.11,1,2,2,0
POL100199,IL,500,Female,Major,4359.37,3,1,6,1
POL100485,OH,1750,Male,Minor,1511.73,16,1,9,0
POL106226,CA,500,Female,Major,5350.16,2,0,1,1
POL106975,TX,1000,Female,Total Loss,10724.403749999998,3,0,8,1
POL100455,FL,1000,Female,Minor,1302.51,17,0,5,0
POL109896,IL,500,Male,Minor,4679.87,6,2,6,1
POL108919,FL,1750,Female,Trivial,522.38,13,1,7,0
POL106669,CA,1000,Male,Trivial,549.76,17,0,6,1
POL101721,CA,1750,Male,Major,3936.18,7,1,6,1
POL105273,IL,1000,Female,Minor,1459.74,12,0,2,0
POL108430,NY,1750,Male,Trivial,528.01,19,1,5,0
POL108266,PA,1000,Male,Major,5916.02,4,3,3,0
POL105900,PA,1000,Male,Minor,1810.65,2,0,9,0
POL105945,TX,1000,Female,Trivial,568.63,6,1,8,0
POL106832,FL,1000,Male,Trivial,543.89,13,0,2,0
POL100862,FL,500,Male,Trivial,636.7,3,0,7,0
POL102094,NY,1000,Female,Major,4526.07,2,1,9,1
POL100947,OH,1750,Male,Trivial,344.24,6,1,5,0
POL102545,FL,500,Male,Minor,1352.74,15,1,7,0
POL101444,OH,1000,Male,Minor,1703.27,10,1,8,0
POL101280,PA,500,Male,Minor,1565.83,16,2,5,1
POL104880,NY,1750,Female,Major,5276.32,2,0,3,0
POL104313,OH,1000,Male,Major,4584.31,12,0,5,1
POL102986,CA,1750,Male,Minor,1494.72,4,0,4,0
POL102515,OH,1000,Female,Major,5297.38,11,2,2,1
POL106213,TX,1000,Male,Major,4784.32,19,0,1,0
POL102302,FL,1000,Male,Total Loss,10724.403749999998,18,1,1,1
POL102004,NY,1000,Female,Total Loss,10724.403749999998,4,0,4,1
POL105261,IL,1750,Male,Major,5634.86,11,2,4,1
POL108796,CA,1000,Male,Minor,1521.75,18,1,5,0
POL101005,PA,1750,Female,Trivial,476.17,19,0,4,0
POL108589,PA,500,Male,Trivial,546.13,5,1,9,0
POL103813,PA,500,Female,Major,6209.41,7,1,7,1
POL102884,CA,500,Female,Major,5239.24,5,1,5,1
POL103948,NY,1000,Female,Trivial,575.07,1,1,6,0
POL102132,FL,500,Male,Minor,1539.41,5,0,8,1
POL109456,TX,500,Male,Trivial,549.47,6,2,6,0
POL102057,TX,1000,Female,Minor,1002.5,11,2,7,0
POL102984,FL,1000,Male,Major,5608.73,11,1,4,0
POL100229,PA,500,Female,Trivial,496.29,3,0,3,1
POL103025,TX,500,Female,Major,5973.03,16,0,3,1
POL108350,IL,500,Female,Trivial,539.64,14,1,9,0
POL108961,FL,500,Female,Minor,1494.22,12,2,9,0
POL106087,NY,1750,Female,Trivial,512.33,8,0,8,0
POL104029,TX,500,Female,Major,5611.2,13,1,9,1
POL108469,CA,500,Male,Major,6413.54,18,2,1,1
POL100209,NY,1000,Male,Major,4063.34,5,0,1,1
POL102886,FL,1000,Female,Major,6531.01,7,1,1,1
POL109107,IL,500,Female,Trivial,570.9,18,0,2,0
POL109305,CA,1000,Female,Total Loss,10724.403749999998,4,0,4,1
POL107282,CA,1000,Female,Minor,1575.28,15,1,8,0
POL103838,OH,1000,Female,Minor,1537.42,19,3,2,0
POL101728,IL,500,Female,Total Loss,10724.403749999998,1,1,1,0
POL104273,FL,1000,Male,Major,5390.92,6,3,7,1
POL100337,IL,1000,Male,Major,3768.92,8,0,3,0
POL106847,TX,1000,Female,Trivial,414.21,9,0,5,0
POL104049,NY,500,Male,Major,5392.6,8,0,6,0
POL107414,FL,500,Female,Minor,1770.6,15,1,6,0
POL104252,TX,1000,Male,Minor,1119.8,1,1,3,0
POL101226,TX,1000,Male,Minor,1471.51,16,1,6,1
POL106840,OH,1750,Male,Total Loss,10724.403749999998,17,1,7,1
POL104418,TX,1750,Female,Minor,1463.16,14,1,5,0
POL108839,CA,500,Male,Major,6071.85,2,0,6,1
POL109417,NY,1750,Female,Trivial,525.73,1,0,2,0
POL104270,PA,1000,Female,Trivial,655.66,9,1,1,0
POL102111,NY,1000,Female,Major,4986.62,10,1,8,1
POL108760,CA,500,Female,Major,3733.65,4,1,8,1
POL102919,TX,1000,Female,Trivial,550.21,5,3,8,0
POL104414,TX,1000,Female,Minor,1337.94,4,2,6,1
POL101017,FL,1750,Female,Minor,1336.62,12,0,8,0
POL104818,OH,500,Male,Major,6082.01,11,0,1,1
POL108229,FL,500,Male,Minor,1336.41,11,2,4,1
POL105130,FL,500,Male,Major,5660.94,10,3,6,1
POL101928,PA,1000,Male,Major,4769.15,14,0,3,0
POL100350,FL,1000,Male,Minor,1348.37,12,0,8,0
POL104792,CA,1000,Female,Major,3620.18,3,1,8,1
POL104665,IL,1000,Male,Minor,1399.96,12,1,6,0
POL101934,PA,1000,Female,Total Loss,10724.403749999998,4,0,1,1
POL107061,FL,1000,Female,Major,4104.19,9,0,7,1
POL104934,FL,500,Male,Major,5132.12,6,0,2,0
POL100564,TX,500,Female,Minor,1567.06,8,0,6,1
POL101582,FL,1750,Male,Minor,1167.81,10,1,2,1
POL104284,FL,1000,Male,Major,4992.66,12,0,9,0
POL102175,IL,1000,Female,Minor,1482.24,11,1,4,0
POL106051,OH,1000,Male,Minor,1729.4,4,1,5,0
POL108382,PA,1750,Male,Minor,1469.82,12,1,9,0
POL102228,NY,1000,Male,Major,6170.97,12,0,3,0
POL101115,FL,1750,Male,Major,4197.97,5,4,6,1
POL106987,FL,500,Male,Major,4825.6,11,1,5,0
POL102697,TX,1750,Female,Minor,1787.38,4,0,1,0
POL105165,OH,500,Female,Major,4685.36,18,1,7,1
POL106358,OH,1000,Male,Trivial,499.52,15,2,9,1
POL107645,PA,1750,Male,Minor,1178.84,14,1,2,0
POL100821,CA,500,Male,Major,5788.33,3,1,3,1
POL105384,PA,1750,Female,Total Loss,10724.403749999998,15,1,8,1
POL102272,FL,1750,Female,Total Loss,10724.403749999998,1,0,3,1
POL107633,OH,1000,Male,Minor,1766.68,18,2,3,0
POL100081,PA,1000,Male,Total Loss,10724.403749999998,13,0,2,1
POL101323,NY,500,Female,Trivial,550.64,14,2,7,0
POL106637,FL,500,Male,Minor,1686.23,9,2,9,0
POL101614,TX,500,Female,Minor,1396.77,13,2,5,0
POL100831,FL,500,Male,Major,4537.17,14,1,2,1
POL104074,PA,500,Female,Total Loss,10724.403749999998,16,1,8,1
POL105268,OH,500,Male,Major,4465.19,1,1,4,1
POL102420,NY,1750,Male,Major,5120.12,17,1,3,0
POL104568,CA,1000,Female,Total Loss,10724.403749999998,10,0,1,1
POL107844,IL,1750,Male,Trivial,475.07,5,0,2,0
POL104484,NY,500,Female,Minor,1214.9,4,2,2,0
POL101649,IL,1750,Female,Major,4418.81,14,3,6,0
POL108372,TX,1000,Male,Minor,1070.91,9,0,5,0
POL105538,FL,1000,Male,Trivial,698.02,13,0,6,0
POL109229,IL,1000,Female,Minor,1172.85,18,0,8,0
POL102684,TX,1000,Male,Major,4595.22,1,1,9,1
POL106877,NY,1000,Female,Minor,1792.67,1,0,4,0
POL107309,CA,500,Female,Major,5544.92,9,0,8,1
POL107049,FL,500,Female,Trivial,552.51,16,0,6,0
POL102615,CA,1000,Male,Major,4782.78,16,1,7,1
POL103905,FL,1000,Male,Minor,1717.55,7,3,6,0
POL102534,IL,500,Female,Major,5507.63,1,4,7,1
POL100749,PA,500,Male,Trivial,595.64,2,1,6,0
POL105395,TX,1000,Male,Minor,1449.04,2,1,4,0
POL102373,TX,500,Female,Major,4113.47,16,0,9,1
POL108107,FL,1000,Male,Minor,1630.5,18,2,1,0
POL104801,CA,1750,Female,Major,5000.64,14,1,4,0
POL106077,FL,500,Male,Minor,1660.98,14,0,2,1
POL105457,TX,500,Female,Minor,1565.06,6,3,2,0
POL103338,FL,1000,Male,Minor,1239.46,7,2,6,0
POL108458,OH,1000,Female,Major,5469.22,9,1,4,0
POL108712,PA,1750,Female,Total Loss,10724.403749999998,2,1,1,1
POL108211,IL,500,Male,Minor,1308.13,3,0,2,1
POL109411,PA,500,Male,Major,4921.5,6,1,9,1
POL105422,OH,500,Female,Major,6345.39,12,0,4,1
POL107402,FL,500,Female,Minor,1707.06,17,1,3,1
POL107278,IL,500,Female,Minor,1594.8,12,1,7,0
POL105957,TX,1000,Male,Minor,1711.58,3,1,5,0
POL101139,FL,1750,Male,Major,5556.89,5,2,6,1
POL107801,CA,1750,Female,Minor,1274.34,3,1,9,0
POL102231,CA,1750,Male,Minor,1491.04,10,0,3,0
POL102164,FL,1000,Male,Total Loss,10724.403749999998,13,1,1,1
POL104277,TX,1000,Male,Minor,1591.2,3,0,7,0
POL106553,CA,1750,Male,Minor,1413.79,16,0,3,0
POL107661,PA,1000,Female,Major,4652.95,2,3,6,1
POL104267,CA,500,Female,Minor,1768.41,11,1,5,0
POL101570,FL,500,Male,Major,6242.5,5,1,4,1
POL100172,FL,1000,Male,Minor,1877.07,12,0,1,0
POL107417,NY,1000,Male,Major,4409.64,7,1,5,1
POL102087,PA,1000,Female,Major,6353.53,18,0,2,1
POL108065,CA,1000,Male,Trivial,543.5,15,1,4,1
POL104689,OH,1000,Female,Trivial,552.54,5,2,9,0
POL107252,NY,1000,Male,Minor,1612.73,5,4,4,0
POL106485,FL,1000,Male,Trivial,576.03,11,0,4,0
POL108886,IL,1000,Female,Total Loss,10724.403749999998,9,1,5,0
POL106771,OH,1750,Female,Major,4688.8,19,3,9,0
POL101832,FL,1000,Male,Major,5519.12,7,2,3,0
POL105226,FL,500,Male,Total Loss,10531.59,18,2,3,1
POL103995,TX,1000,Female,Major,5000.9,6,2,2,1
POL109225,OH,500,Male,Minor,1205.59,7,2,5,0
POL103428,OH,500,Male,Minor,1565.75,12,1,3,0
POL106107,CA,1000,Male,Minor,1076.85,2,1,9,0
POL103755,NY,1000,Male,Minor,1659.96,1,0,4,0
POL105173,CA,1000,Male,Minor,1448.55,12,0,6,0
POL100834,FL,1000,Male,Major,4424.73,10,0,9,0
POL102486,FL,1000,Female,Minor,1534.83,12,1,7,1
POL107983,NY,500,Male,Trivial,579.8,11,1,1,1
POL108638,PA,1750,Female,Minor,1356.78,3,1,4,0
POL102882,NY,1000,Male,Major,5231.35,7,3,8,0
POL105833,TX,500,Male,Trivial,270.09,13,1,7,1
POL109220,CA,500,Male,Minor,1297.01,8,0,9,0
POL109363,NY,1000,Female,Minor,1673.29,4,1,7,1
POL100065,FL,1000,Male,Trivial,639.07,17,1,6,0
POL109860,IL,1000,Male,Minor,1383.17,16,1,7,0
POL104275,FL,500,Female,Trivial,324.14,8,2,6,0
POL108408,FL,1000,Male,Minor,1512.99,3,3,9,0
POL100354,CA,1000,Female,Minor,1767.92,17,2,9,0
POL107744,FL,1000,Male,Minor,1342.17,7,2,8,0
POL109450,TX,1000,Male,Trivial,459.11,16,1,7,0
POL105903,TX,500,Male,Trivial,587.72,19,2,9,1
POL106130,TX,1000,Male,Total Loss,10724.403749999998,14,1,4,1
POL106896,IL,500,Male,Major,4924.14,6,1,8,1
POL105009,TX,500,Male,Minor,1663.77,10,2,9,0
POL104224,FL,1000,Male,Major,5362.26,12,2,1,1
POL108209,NY,1000,Female,Minor,1163.18,3,1,5,0
POL105970,IL,1750,Male,Trivial,493.0,4,1,9,0
POL104528,FL,1750,Male,Trivial,624.74,5,1,2,0
POL100472,CA,1750,Male,Minor,1593.78,5,2,6,0
POL105391,FL,1750,Male,Total Loss,10724.403749999998,10,1,8,1
POL106084,NY,1000,Female,Trivial,513.14,4,1,3,0
POL106055,FL,1000,Male,Major,5831.37,12,0,3,0
POL103184,FL,1000,Male,Minor,1688.33,3,2,6,0
POL100868,OH,1000,Female,Minor,1511.14,19,0,2,0
POL104762,IL,500,Male,Trivial,461.34,6,0,7,0
POL109773,TX,1750,Male,Minor,1473.48,12,1,2,0
POL101506,FL,1750,Female,Minor,1485.19,19,3,7,1
POL105277,TX,1000,Female,Total Loss,10724.403749999998,17,1,4,0
POL103405,IL,1000,Male,Minor,1570.7,4,2,7,1
POL106145,NY,500,Male,Major,4623.0,19,0,1,0
POL105465,FL,1000,Female,Minor,1656.06,9,0,5,0
POL109425,IL,1000,Female,Trivial,562.58,4,4,1,1
POL108218,NY,500,Male,Major,4905.83,11,1,4,1
POL105372,TX,1000,Male,Major,5291.97,11,0,5,0
POL106167,OH,1750,Male,Trivial,397.18,3,1,7,0
POL101075,TX,1000,Male,Trivial,632.49,18,1,6,0
POL104863,TX,1000,Female,Minor,1509.66,6,1,4,0
POL106909,FL,500,Female,Major,4866.05,6,3,8,1
POL104411,CA,1000,Male,Minor,1605.1,18,0,4,0
POL103872,NY,1000,Female,Minor,1485.19,1,1,8,1
POL104868,FL,500,Male,Minor,1733.81,19,1,9,0
POL109349,OH,1750,Female,Major,5419.63,12,1,5,0
POL109060,OH,1000,Male,Trivial,494.55,14,4,4,0
POL107324,CA,1000,Female,Major,4356.83,10,1,4,1
POL108324,CA,500,Female,Minor,1474.72,9,1,8,1
POL100073,IL,1000,Female,Major,5889.9,7,0,6,1
POL106017,FL,1000,Female,Major,4724.57,15,0,4,1
POL104974,NY,500,Female,Major,4998.02,12,0,7,0
POL105121,OH,500,Female,Minor,1216.18,19,0,6,1
POL106853,IL,1750,Female,Minor,1012.71,5,2,8,0
POL107087,PA,500,Male,Trivial,488.97,10,0,9,0
POL101101,OH,1750,Male,Major,5439.27,14,1,9,1
POL103146,OH,1750,Male,Minor,1199.31,6,1,1,0
POL109634,NY,1000,Male,Minor,1593.24,15,0,3,0
POL107826,OH,500,Female,Major,4932.3,4,0,5,1
POL107664,TX,1000,Male,Total Loss,8655.19,11,1,6,1
POL104843,CA,1000,Female,Trivial,422.08,19,1,7,0
POL100118,OH,500,Male,Trivial,561.13,17,0,5,0
POL102022,OH,1750,Male,Trivial,617.58,11,0,7,0
POL109984,OH,1000,Male,Trivial,477.1,11,1,3,0
POL109150,FL,1000,Female,Trivial,498.56,4,3,8,0
POL102034,PA,1750,Female,Major,4525.78,7,0,8,0
POL106169,CA,1000,Male,Minor,1416.87,1,1,8,0
POL108757,TX,500,Male,Major,5870.03,12,0,2,1
POL106419,FL,1000,Female,Minor,1742.88,18,0,6,0
POL101219,NY,1000,Female,Minor,1616.94,1,0,1,1
POL106663,IL,1000,Female,Minor,1499.46,1,1,2,0
POL106821,FL,1000,Male,Minor,1814.41,17,1,2,1
POL108602,OH,500,Male,Major,5614.11,7,0,1,1
POL109457,OH,500,Female,Minor,1751.43,14,2,1,1
POL102510,CA,1000,Male,Minor,1404.04,7,4,5,0
POL103404,IL,500,Male,Minor,1403.85,6,0,1,1
POL107947,IL,1000,Male,Major,4110.41,5,1,9,0
POL104593,TX,1000,Female,Major,6483.36,11,0,4,0
POL103482,NY,1000,Female,Trivial,382.03,5,1,1,0
POL108709,IL,1000,Female,Minor,1466.51,7,3,6,0
POL100177,TX,1000,Male,Major,5118.65,9,1,1,0
POL101643,PA,1000,Male,Total Loss,10724.403749999998,18,3,3,1
POL109387,NY,1000,Female,Major,4884.99,2,1,9,1
POL108250,OH,500,Male,Minor,1829.37,4,3,6,0
POL101374,NY,1750,Female,Trivial,555.3,3,0,1,0
POL101720,CA,500,Male,Minor,1331.36,19,1,3,1
POL106085,FL,1750,Male,Minor,1621.34,3,2,6,0
POL103870,TX,1000,Male,Minor,1816.44,11,0,3,0
POL102264,PA,1000,Female,Trivial,514.11,14,2,7,0
POL100087,PA,1000,Male,Minor,1109.81,1,1,8,0
POL102982,IL,500,Female,Major,6052.08,11,0,1,1
POL108779,TX,1750,Female,Minor,1571.41,18,1,2,0
POL100403,IL,500,Female,Trivial,456.66,4,1,5,0
POL105456,TX,1750,Female,Major,5377.56,5,1,3,0
POL109859,NY,1000,Male,Major,5388.02,1,0,4,1
POL107048,NY,1000,Female,Major,4887.52,6,1,5,0
POL106691,NY,1000,Male,Minor,1295.73,18,0,1,0
POL102456,TX,500,Male,Major,6795.93,9,0,3,1
POL103728,NY,500,Male,Major,5757.61,12,2,5,0
POL102214,IL,1000,Female,Minor,1371.3,3,2,5,0
POL101027,IL,1000,Female,Major,5781.63,11,1,1,0
POL109801,NY,500,Male,Major,4602.02,13,2,3,1
POL101421,FL,500,Male,Major,4412.71,14,1,4,1
POL102436,TX,1000,Female,Major,5252.69,4,0,5,0
POL109877,TX,1000,Female,Major,4988.77,14,0,8,0
POL105680,NY,1750,Male,Major,5626.88,9,1,7,0
POL109181,TX,500,Female,Trivial,468.14,15,0,3,1
POL101278,CA,1750,Male,Major,4296.13,8,2,4,0
POL103656,TX,1000,Male,Minor,1137.46,2,2,7,0
POL105286,OH,1000,Female,Minor,1714.25,18,0,4,1
POL105181,IL,500,Male,Minor,1261.01,17,2,8,0
POL106753,CA,1000,Male,Major,5353.26,18,0,8,0
POL101978,OH,1000,Female,Major,5899.95,4,1,1,1
POL101061,OH,500,Male,Total Loss,10724.403749999998,14,5,9,1
POL101425,OH,1000,Female,Minor,1288.05,11,1,7,1
POL104639,IL,1000,Female,Major,5621.67,9,2,4,1
POL108198,FL,1000,Female,Major,5412.32,5,1,9,1
POL104692,TX,1750,Male,Minor,1475.12,7,2,5,0
POL101502,CA,1000,Female,Minor,1584.6,16,2,6,1
POL108660,TX,500,Female,Total Loss,10724.403749999998,9,1,8,1
POL102848,FL,500,Male,Minor,1305.91,6,0,1,0
POL103397,IL,1000,Male,Minor,1154.72,16,0,4,0
POL104923,OH,1000,Female,Trivial,398.34,16,1,1,0
POL105032,FL,500,Female,Minor,1606.77,3,1,3,0
POL100678,OH,500,Male,Minor,1253.26,8,2,1,0
POL105550,NY,1000,Male,Minor,1465.17,10,1,3,0
POL102970,TX,1000,Male,Minor,1283.97,13,1,3,0
POL106022,OH,500,Male,Minor,1791.7,3,1,2,0
POL107738,PA,1000,Male,Minor,1190.18,2,0,6,1
POL100102,TX,1750,Male,Trivial,548.29,3,0,4,0
POL100957,CA,1000,Female,Major,6169.74,3,0,3,1
POL104963,IL,500,Female,Total Loss,10724.403749999998,7,0,2,1
POL108764,NY,1750,Male,Major,5337.17,17,1,5,0
POL105824,NY,500,Female,Trivial,472.08,4,0,2,0
POL109803,PA,1000,Male,Minor,1984.36,11,2,2,0
POL102835,OH,1000,Female,Minor,1814.06,17,2,9,1
POL102688,FL,1000,Male,Minor,1475.82,9,1,7,0
POL102770,CA,1000,Male,Major,5714.31,12,1,8,1
POL108143,TX,1000,Male,Trivial,532.37,17,2,5,0
POL107913,CA,1750,Female,Minor,1442.24,7,0,4,0
POL105399,OH,1000,Female,Total Loss,10724.403749999998,3,3,9,1
POL103973,IL,1750,Male,Minor,473.92,3,1,9,0
POL100418,PA,1000,Female,Major,5295.64,15,1,6,1
POL109924,FL,500,Female,Minor,1161.77,14,3,6,1
POL108299,IL,1000,Male,Minor,1053.25,18,1,8,0
POL103139,CA,500,Female,Major,5039.94,2,0,6,0
POL101947,CA,500,Female,Minor,1604.73,15,1,1,1
POL109372,CA,1000,Female,Minor,1484.24,5,0,6,0
POL102299,TX,1000,Female,Minor,1455.29,13,0,8,1
POL104635,OH,500,Male,Major,4768.16,15,1,1,1
POL104844,NY,1000,Male,Minor,1672.75,10,1,5,0
POL103994,FL,1750,Male,Major,4930.28,5,1,1,1
POL105697,TX,1000,Male,Major,4796.55,19,0,6,1
POL103433,TX,1000,Male,Minor,1447.42,4,0,5,0
POL108892,OH,1000,Female,Minor,1398.22,11,2,4,0
POL100528,CA,1750,Female,Major,4793.28,9,1,4,1
POL101233,CA,1000,Female,Total Loss,10724.403749999998,18,2,5,1
POL100779,PA,500,Female,Minor,1334.29,12,2,1,1
POL100722,CA,1000,Female,Minor,1079.67,4,1,4,0
POL106521,NY,1000,Female,Trivial,510.32,7,0,6,0
POL106410,CA,1000,Female,Minor,1782.73,15,1,5,0
POL101860,IL,1750,Female,Minor,1722.38,4,0,6,0
POL109660,FL,1750,Male,Total Loss,10724.403749999998,12,1,7,1
POL107572,CA,1000,Male,Minor,1345.04,12,0,2,1
POL108878,TX,500,Male,Trivial,479.85,19,1,8,0
POL104169,CA,1000,Female,Minor,1374.31,14,2,3,0
POL101992,PA,1750,Male,Major,4072.72,16,0,9,1
POL103921,TX,500,Male,Trivial,331.55,16,0,7,0
POL107405,NY,1000,Female,Minor,1231.42,17,1,3,1
POL105428,PA,1750,Male,Trivial,533.27,12,2,3,0
POL107464,TX,1000,Female,Trivial,480.24,3,0,7,0
POL105441,NY,500,Male,Major,5666.96,10,2,3,1
POL102471,OH,1000,Female,Minor,1379.24,7,1,9,0
POL105153,IL,500,Female,Major,4427.86,3,2,4,1
POL105524,FL,1000,Female,Minor,1681.21,15,3,7,1
POL104807,OH,1750,Male,Minor,1646.41,16,0,6,0
POL101396,TX,1000,Female,Minor,1942.83,6,1,9,1
POL101489,TX,1000,Male,Minor,1361.84,2,2,1,0
POL104786,OH,1000,Male,Trivial,538.13,7,1,1,0
POL103396,IL,1000,Male,Major,4866.96,4,1,4,0
POL101042,TX,1750,Female,Total Loss,10724.403749999998,16,1,2,1
POL108453,TX,500,Male,Minor,1742.45,11,0,7,0
POL109671,PA,1000,Female,Trivial,405.84,2,2,9,0
POL108670,OH,1000,Male,Major,5895.65,4,2,1,1
POL100257,PA,1000,Female,Minor,1436.27,17,1,5,0
POL107454,OH,1000,Male,Major,5417.32,4,1,7,0
POL108708,CA,1750,Female,Total Loss,10724.403749999998,8,1,7,1
POL107991,NY,1750,Female,Trivial,479.3,9,1,9,0
POL108309,FL,500,Female,Minor,1843.08,3,1,7,0
POL102089,TX,1000,Male,Minor,1784.36,17,0,4,0
POL107874,FL,1000,Female,Minor,1610.64,6,0,9,0
POL100503,IL,1000,Male,Total Loss,10724.403749999998,18,0,5,1
POL104149,IL,500,Male,Minor,1494.65,1,2,2,0
POL108907,PA,1000,Female,Minor,1519.07,14,2,4,0
POL101345,TX,1750,Female,Minor,1306.4,16,1,8,0
POL105763,NY,500,Male,Major,4338.28,11,2,7,1
POL106480,FL,1000,Female,Total Loss,10724.403749999998,18,1,5,1
POL102248,FL,500,Female,Minor,1473.64,8,0,4,0
POL109132,FL,1000,Female,Minor,1571.34,6,0,6,0
POL100372,CA,1000,Female,Major,4759.61,13,1,6,0
POL108543,PA,1000,Male,Minor,1325.35,19,0,6,0
POL103535,CA,500,Male,Total Loss,10724.403749999998,17,0,5,1
POL102006,TX,1000,Female,Minor,1575.53,1,2,7,0
POL103837,CA,1750,Female,Trivial,457.51,2,1,6,1
POL108024,NY,1000,Female,Minor,1291.05,1,1,1,0
POL104137,TX,500,Female,Minor,1450.55,7,1,2,1
POL109992,FL,500,Male,Minor,1743.96,5,3,8,0
POL103312,IL,500,Male,Major,5345.44,4,2,8,1
POL106215,IL,1000,Male,Total Loss,10724.403749999998,1,0,9,1
POL102102,NY,1750,Male,Minor,1263.54,13,1,4,0
POL100997,CA,1000,Male,Minor,1295.25,4,0,2,0
POL108273,FL,1000,Male,Total Loss,10724.403749999998,3,0,1,1
POL103912,CA,1000,Male,Trivial,393.84,7,1,8,0
POL101176,IL,1000,Male,Minor,1346.06,1,0,8,0
POL100551,OH,1000,Male,Total Loss,10724.403749999998,13,1,5,1
POL100744,NY,1000,Female,Major,4742.0,8,2,7,0
POL106191,PA,500,Female,Minor,1380.4,7,1,4,0
